Token ID,Name,Status,Legend,Background,Background Points,Skin,Skin Points,Type,Type Points,Body,Body Points,Mouth,Mouth Points,Eyes,Eyes Points,Head,Head Points,Special,Special Points,Trait Subtotal,Collection Score,Status Bonus,Total UglyPoints,Overall Rank,Collection Rank,Scoring Tier
1291,Squig #1291,Reloaded,,Pink Boom,70,Gold,105,Squig,75,Ugly Varsity Purple,95,Open,70,Triple Lashes,65,Bear Fur Hat,105,Monocle,40,625,625,0,625,1537,403,Reloaded
1292,Squig #1292,Reloaded,,Yellow Splash,70,Green Elf,85,Squig Elf,80,Boxing Gloves,95,Sad,70,Angry Triple,75,Yellow Punk,85,None,0,560,560,0,560,3390,2969,Reloaded
1293,Squig #1293,Reloaded,,Pink Splash,70,Beige,70,Squig,75,Chain,95,Blue Tongue,85,Cyclops,65,Blue Ugly Cap,95,None,0,555,555,0,555,3577,3233,Reloaded
1294,Squig #1294,Reloaded,,Orange Portal,80,Dark Brown,70,Squig,75,Naked,90,Toothless,75,Cyclops,65,Buoy,125,None,0,580,580,0,580,2630,1928,Reloaded
1295,Squig #1295,Reloaded,,Orange Boom,70,Dark Brown Elf,80,Squig Elf,80,Red Bathrobe,95,Afraid,70,Angry Cyclops Lashes,75,Yellow Punk,85,None,0,555,555,0,555,3577,3233,Reloaded
1296,Squig #1296,Reloaded,,Light Blue Boom,70,Beige Elf,80,Squig Elf,80,Native Shirt,95,Sad,70,Bionic Lashes,80,Parted,95,None,0,570,570,0,570,3009,2450,Reloaded
1297,Squig #1297,Reloaded,,Yellow Splash,70,Beige,70,Squig,75,Baseball Jersey Blue,90,Oh,70,Cyclops Lashes,65,Dennis Pink,105,None,0,545,545,0,545,3920,3709,Reloaded
1298,Squig #1298,Reloaded,,Purple Boom,70,Gold,105,Squig,75,Yellow Puffy,90,Smile,70,Cyclops,65,Bandana,100,None,0,575,575,0,575,2816,2189,Reloaded
1299,Squig #1299,Reloaded,,Orange Boom,70,Beige,70,Squig,75,White Bralette,90,Toothless,75,Bionic,80,Blonde Pigtails,95,None,0,555,555,0,555,3577,3233,Reloaded
1300,Squig #1300,Reloaded,,Yellow Splash,70,Dark Brown Elf,80,Squig Elf,80,White Tee,85,Blue Tongue,85,Triple Lashes,65,Flower Hat,110,Ugly Necklace,40,615,615,0,615,1715,658,Reloaded
1301,Squig #1301,Reloaded,,Yellow,60,Brown Elf,80,Squig Elf,80,Airplane Emergency Vest,105,Neutral,65,Triple Lashes,65,Batmask,130,None,0,585,585,0,585,2479,1724,Reloaded
1302,Squig #1302,Reloaded,,Light Blue,60,Beige,70,Squig,75,Varsity Green,95,Tongue,80,Anger Cyclops,75,Space Brain,120,Gold Earring,20,595,595,0,595,2191,1327,Reloaded
1303,Squig #1303,Reloaded,,Grey,60,Beige,70,Squig,75,Blue Tracksuit,90,Ball Gag,100,Angry Triple,75,Yellow Punk,85,None,0,555,555,0,555,3577,3233,Reloaded
1304,Squig #1304,Reloaded,,Yellow,60,Beige,70,Squig,75,Triangle Longue Tee,85,Open,70,Angry Triple,75,Ski Goggles,110,None,0,545,545,0,545,3920,3709,Reloaded
1305,Squig #1305,Reloaded,,Orange Boom,70,Dark Brown,70,Squig,75,Born Ugly Tank,90,Open,70,Anger Cyclops,75,Pink Bowl,85,Gold Earring,20,555,555,0,555,3577,3233,Reloaded
1306,Squig #1306,Reloaded,,Purple Splash,70,Crystal,110,Squig,75,Diving Suit,105,Sad,70,Angry Cyclops,70,Pink Ugly Cap,95,None,0,595,595,0,595,2191,1327,Reloaded
1307,Squig #1307,Reloaded,,Purple,60,Zombie,100,Zombie,110,Red Bathrobe,95,Neutral,65,Cyclops,65,Yellow Bowl,85,Multi Earring,25,605,605,0,605,1936,962,Reloaded
1308,Squig #1308,Reloaded,,Light Blue Splash,70,Purple,80,Squig,75,Pink Hoodie,85,Smile,70,Triple Lashes,65,Headphones,105,None,0,550,550,0,550,3760,3487,Reloaded
1309,Squig #1309,Reloaded,,Yellow Portal,85,Crystal Elf,115,Squig Elf,80,Varsity Green,95,Duck,95,Cyclops Lashes,65,Basketball,115,Gold Earring,20,670,670,0,670,1290,52,Reloaded
1310,Squig #1310,Reloaded,,Pink,60,Brown Elf,80,Squig Elf,80,Flame Sweat,95,Sad,70,Sleepy Triple,75,White Bowl,95,None,0,555,555,0,555,3577,3233,Reloaded
1311,Squig #1311,Reloaded,,Green,60,Gold,105,Squig,75,Black Hoodie,85,Toothless,75,Triple Lashes,65,Mountie,95,None,0,560,560,0,560,3390,2969,Reloaded
1312,Squig #1312,Reloaded,,Orange,60,Beige Elf,80,Squig Elf,80,Green White Polo,90,Sad,70,Angry Triple,75,Parted,95,None,0,550,550,0,550,3760,3487,Reloaded
1313,Squig #1313,Reloaded,,Grey,60,Green Elf,85,Squig Elf,80,Tattoo,105,Smile,70,Triple Lashes,65,Black Cap,90,None,0,555,555,0,555,3577,3233,Reloaded
1314,Squig #1314,Reloaded,,Pink Splash,70,Green Elf,85,Squig Elf,80,Blue Tracksuit,90,Tongue,80,Angry Cyclops,70,Umbrella Hat,120,None,0,595,595,0,595,2191,1327,Reloaded
1315,Squig #1315,Reloaded,,Purple Splash,70,Green,80,Squig,75,Ugly Hockey Jersey,100,Smile,70,Angry Cyclops,70,Green Beanie,90,Multi Earring,25,580,580,0,580,2630,1928,Reloaded
1316,Squig #1316,Reloaded,,Light Blue Splash,70,Dark Brown Elf,80,Squig Elf,80,Cowboy Green,100,Afraid,70,Cyclops Lashes,65,Brain Bucket,110,None,0,575,575,0,575,2816,2189,Reloaded
1317,Squig #1317,Reloaded,,Pink Splash,70,Purple,80,Squig,75,White Tee Red Bandana,90,Gold Digger,100,Cyclops,65,Lemon Sunhat,105,None,0,585,585,0,585,2479,1724,Reloaded
1318,Squig #1318,Reloaded,,Grey Splash,70,Brown Elf,80,Squig Elf,80,Born Ugly Tank Yellow,90,Toothless,75,Eye Patch,90,Giant Purple Mountie,125,None,0,610,610,0,610,1818,810,Reloaded
1319,Squig #1319,Reloaded,,Green,60,Green,80,Squig,75,Blue Surf Lycra,90,Afraid,70,Bionic,80,Visor,120,None,0,575,575,0,575,2816,2189,Reloaded
1320,Squig #1320,Reloaded,,Yellow,60,Brown,70,Squig,75,Brown Suit,100,Mustache,85,Angry Cyclops Lashes,75,Bow,90,None,0,555,555,0,555,3577,3233,Reloaded
1321,Squig #1321,Reloaded,,Orange Splash,70,Zombie,100,Zombie,110,Ugly Long Tee,95,Toothless,75,Cyclops,65,Pink Sunhat,90,Blunt,40,645,645,0,645,1359,145,Reloaded
1322,Squig #1322,Reloaded,,Light Blue,60,Green,80,Squig,75,Black Jacket,90,Smile,70,Angry Triple,75,Pomade,110,None,0,560,560,0,560,3390,2969,Reloaded
1323,Squig #1323,Reloaded,,Grey Splash,70,Beige Elf,80,Squig Elf,80,Purple Hoodie,85,Neutral,65,Cyclops Lashes,65,Night Vision,120,None,0,565,565,0,565,3212,2713,Reloaded
1324,Squig #1324,Reloaded,,Light Blue,60,Dark Zombie,95,Zombie,110,Pink Jacket,90,Blue Tongue,85,Triple,65,Paper Boat,100,None,0,605,605,0,605,1936,962,Reloaded
1325,Squig #1325,Reloaded,,Purple Boom,70,Dark Brown Elf,80,Squig Elf,80,Green Polo,90,Open,70,Cyclops Lashes,65,White Backwards Cap,95,E cigarette,55,605,605,0,605,1936,962,Reloaded
1326,Squig #1326,Reloaded,,Orange,60,Brown,70,Squig,75,Fisherman Black,95,Neutral,65,Angry Cyclops,70,Flowers,105,None,0,540,540,0,540,4073,3927,Reloaded
1327,Squig #1327,Reloaded,,Yellow,60,Dark Brown Elf,80,Squig Elf,80,Blue Puffy,90,Tongue,80,Anger Cyclops,75,White Cowboy,105,None,0,570,570,0,570,3009,2450,Reloaded
1328,Squig #1328,Reloaded,,Grey Boom,70,Beige Elf,80,Squig Elf,80,Super Ugly,110,Tongue,80,Cyclops Lashes,65,Brown Hair Bandana,95,None,0,580,580,0,580,2630,1928,Reloaded
1329,Squig #1329,Reloaded,,Light Blue Portal,85,Green Elf,85,Squig Elf,80,Green Polo,90,Mustache,85,Triple Lashes,65,Parted,95,None,0,585,585,0,585,2479,1724,Reloaded
1330,Squig #1330,Reloaded,,Orange Boom,70,Beige Elf,80,Squig Elf,80,Cowboy Green,100,Sad,70,Triple,65,Lobby,110,Monocle,40,615,615,0,615,1715,658,Reloaded
1331,Squig #1331,Reloaded,,Orange,60,Brown Elf,80,Squig Elf,80,Purple Tee,80,Open,70,Cyclops,65,Blonde Hair Bandana,90,Ugly Necklace,40,565,565,0,565,3212,2713,Reloaded
1332,Squig #1332,Reloaded,,Light Blue,60,Green,80,Squig,75,Green Polo,90,Oh,70,Triple,65,Green Ugly Cap,85,None,0,525,525,0,525,4368,4335,Reloaded
1333,Squig #1333,Reloaded,,Yellow Splash,70,Beige,70,Squig,75,Pet Lover Bag,110,Open,70,Triple Lashes,65,Cowboy,95,None,0,555,555,0,555,3577,3233,Reloaded
1334,Squig #1334,Reloaded,,Grey Boom,70,Dark Brown,70,Squig,75,420 Shirt,100,Sad,70,Angry Cyclops,70,Skate Black,115,None,0,570,570,0,570,3009,2450,Reloaded
1335,Squig #1335,Reloaded,,Purple Boom,70,Beige,70,Squig,75,Black Tee Yellow Bandana,90,Neutral,65,Angry Triple,75,Skate Pink,110,None,0,555,555,0,555,3577,3233,Reloaded
1336,Squig #1336,Reloaded,,Green,60,Brown,70,Squig,75,Black Tee,85,Toothless,75,Suspect Cyclops,80,Bandana,100,None,0,545,545,0,545,3920,3709,Reloaded
1337,Squig #1337,Reloaded,,Orange Boom,70,Dark Zombie,95,Zombie,110,White Tank,80,Neutral,65,Bionic,80,Skate Black,115,None,0,615,615,0,615,1715,658,Reloaded
1338,Squig #1338,Reloaded,,Grey Boom,70,Dark Brown,70,Squig,75,Chain,95,Toothless,75,Cyclops Lashes,65,Pink Ugly Cap,95,None,0,545,545,0,545,3920,3709,Reloaded
1339,Squig #1339,Reloaded,,Grey Boom,70,Beige,70,Squig,75,Chain,95,Neutral,65,Cyclops,65,Brown Pigtails,95,None,0,535,535,0,535,4193,4092,Reloaded
1340,Squig #1340,Reloaded,,Yellow Splash,70,Green,80,Squig,75,Ugly Football Club Black,95,Blue Tongue,85,Cyclops,65,Mountie,95,Nouns Glasses,45,610,610,0,610,1818,810,Reloaded
1341,Squig #1341,Reloaded,,Pink,60,Amphibian Green,110,Amphibian,110,Fishnet,100,Tongue,80,Triple,65,Black Backwards Cap,95,None,0,620,620,0,620,1611,517,Reloaded
1342,Squig #1342,Reloaded,,Grey Splash,70,Zombie,100,Zombie,110,Prison,90,Toothless,75,Triple,65,Imposter,130,None,0,640,640,0,640,1395,194,Reloaded
1343,Squig #1343,Reloaded,,Grey Boom,70,Green Elf,85,Squig Elf,80,Multi Overalls,90,Oh,70,Eye Patch,90,Pink Cowboy,100,Smile Necklace,30,615,615,0,615,1715,658,Reloaded
1344,Squig #1344,Reloaded,,Green Splash,70,Brown Elf,80,Squig Elf,80,White Tank,80,Oh,70,Bionic,80,Beer Bucket,115,None,0,575,575,0,575,2816,2189,Reloaded
1345,Squig #1345,Reloaded,,Purple Splash,70,Green Elf,85,Squig Elf,80,PAAF Tee,90,Duck,95,Angry Triple,75,Brain Bucket,110,Gold Earring,20,625,625,0,625,1537,403,Reloaded
1346,Squig #1346,Reloaded,,Orange Splash,70,Beige,70,Squig,75,Beige Jacket,90,Giant Iridescent Tongue,100,Angry Cyclops Lashes,75,Knife,115,None,0,595,595,0,595,2191,1327,Reloaded
1347,Squig #1347,Reloaded,,Yellow,60,Purple Elf,85,Squig Elf,80,Red Bralette,90,Afraid,70,Triple,65,Grey Boom Bucket,105,None,0,555,555,0,555,3577,3233,Reloaded
1348,Squig #1348,Reloaded,,Orange Splash,70,Green,80,Squig,75,Green White Polo,90,Blue Tongue,85,Cyclops,65,Mono Pigtail,105,None,0,570,570,0,570,3009,2450,Reloaded
1349,Squig #1349,Reloaded,,Grey,60,Brown,70,Squig,75,Boxing Gloves,95,Sad,70,Triple Lashes,65,Watermelon Bucket,110,None,0,545,545,0,545,3920,3709,Reloaded
1350,Squig #1350,Reloaded,,Purple Splash,70,Brown,70,Squig,75,Futuristic Gold Armor,120,Giant Tongue,90,Angry Cyclops Lashes,75,Cowboy,95,None,0,595,595,0,595,2191,1327,Reloaded
1351,Squig #1351,Reloaded,,Purple Splash,70,Zombie,100,Zombie,110,Born Ugly Tank,90,Tape,90,Angry Cyclops Lashes,75,Afro Blonde,95,None,0,630,630,0,630,1477,321,Reloaded
1352,Squig #1352,Reloaded,,Purple Splash,70,Dark Zombie,95,Zombie,110,Born Ugly Tank,90,Neutral,65,Angry Cyclops,70,Yellow Sunhat,95,None,0,595,595,0,595,2191,1327,Reloaded
1353,Squig #1353,Reloaded,,Light Blue Portal,85,Dark Brown,70,Squig,75,White Bralette,90,Afraid,70,Cyclops,65,Grey Boom Bucket,105,None,0,560,560,0,560,3390,2969,Reloaded
1354,Squig #1354,Reloaded,,Pink,60,Dark Brown Elf,80,Squig Elf,80,Ugly Football Club,95,Smile,70,Triple Lashes,65,Afro Brown,100,Dino,45,595,595,0,595,2191,1327,Reloaded
1355,Squig #1355,Reloaded,,Yellow,60,Dark Brown,70,Squig,75,Black Tank,80,Sad,70,Cyclops,65,Blue Ugly Cap,95,None,0,515,515,0,515,4425,4416,Reloaded
1356,Squig #1356,Reloaded,,Yellow Boom,70,Dark Brown,70,Squig,75,Basketball Yellow,100,Open,70,Cyclops Lashes,65,Ice Cream,110,Blunt,40,600,600,0,600,2048,1127,Reloaded
1357,Squig #1357,Reloaded,,Purple,60,Dark Brown Elf,80,Squig Elf,80,Pink Jacket,90,Neutral,65,Angry Cyclops,70,Pink Bowl,85,None,0,530,530,0,530,4307,4255,Reloaded
1358,Squig #1358,Reloaded,,Grey Splash,70,Green Elf,85,Squig Elf,80,Ugly Varsity Purple,95,Giant Tongue,90,Triple,65,Purple Punk,90,None,0,575,575,0,575,2816,2189,Reloaded
1359,Squig #1359,Reloaded,,Yellow Splash,70,Green,80,Squig,75,Bowling Shirt,95,Sad,70,Angry Triple Lashes,75,Cowboy,95,Monocle,40,600,600,0,600,2048,1127,Reloaded
1360,Squig #1360,Reloaded,,Pink Boom,70,Amphibian Red,105,Amphibian,110,Flowers Overalls,95,Sad,70,Anger Cyclops,75,Black Cap,90,None,0,615,615,0,615,1715,658,Reloaded
1361,Squig #1361,Reloaded,,Light Blue Splash,70,Purple Elf,85,Squig Elf,80,Black Tee,85,Afraid,70,Cyclops,65,Pink Sunhat,90,Gold Earring,20,565,565,0,565,3212,2713,Reloaded
1362,Squig #1362,Reloaded,,Purple,60,Robot,105,Robot,120,Ugly Long Tee,95,Smile,70,Cyclops,65,Yellow Bowl,85,None,0,600,600,0,600,2048,1127,Reloaded
1363,Squig #1363,Reloaded,,Light Blue,60,Dark Robot,110,Robot,120,White Tee Red Bandana,90,Mustache,85,Sleepy Triple,75,Yellow Punk,85,None,0,625,625,0,625,1537,403,Reloaded
1364,Squig #1364,Reloaded,,Yellow,60,Beige Elf,80,Squig Elf,80,Pink Surf Lycra,90,Afraid,70,Triple Lashes,65,Brown Hair Bandana,95,None,0,540,540,0,540,4073,3927,Reloaded
1365,Squig #1365,Reloaded,,Grey,60,Beige,70,Squig,75,Ugly Football Club Black,95,Toothless,75,Triple,65,Flowers,105,None,0,545,545,0,545,3920,3709,Reloaded
1366,Squig #1366,Reloaded,,Light Blue Boom,70,Robot,105,Robot,120,Purple Hoodie,85,Afraid,70,Surgery Lashes,85,Flowers,105,None,0,640,640,0,640,1395,194,Reloaded
1367,Squig #1367,Reloaded,,Pink Portal,80,Brown,70,Squig,75,Green White Polo,90,Open,70,Anger Cyclops,75,Fresh Cut,100,None,0,560,560,0,560,3390,2969,Reloaded
1368,Squig #1368,Reloaded,,Light Blue Splash,70,Brown,70,Squig,75,Black Tee,85,Toothless,75,Cyclops,65,Gold Construction Cone,140,Gold Earring,20,600,600,0,600,2048,1127,Reloaded
1369,Squig #1369,Reloaded,,Light Blue,60,Brown Elf,80,Squig Elf,80,White Tank,80,Mustache,85,Angry Cyclops Lashes,75,Lemon Sunhat,105,Dino,45,610,610,0,610,1818,810,Reloaded
1370,Squig #1370,Reloaded,,Pink Portal,80,Green,80,Squig,75,Fisherman Multi,95,Giant Iridescent Tongue,100,Surgery Lashes,85,Giant Mountie,125,None,0,640,640,0,640,1395,194,Reloaded
1371,Squig #1371,Reloaded,,Light Blue Splash,70,Green Elf,85,Squig Elf,80,Beavis Tee,105,Afraid,70,Triple,65,Hockey Helmet,115,None,0,590,590,0,590,2328,1522,Reloaded
1372,Squig #1372,Reloaded,,Grey,60,Dark Brown,70,Squig,75,Black Jacket,90,Neutral,65,Angry Cyclops Lashes,75,Pink Ugly Cap,95,None,0,530,530,0,530,4307,4255,Reloaded
1373,Squig #1373,Reloaded,,Pink Splash,70,Dark Brown Elf,80,Squig Elf,80,Chain,95,Blue Tongue,85,Angry Triple,75,Green Beanie,90,None,0,575,575,0,575,2816,2189,Reloaded
1374,Squig #1374,Reloaded,Astonaut,,0,,0,,0,,0,,0,,0,,0,,0,0,1000,0,1000,6,1,Reloaded Legendary
1375,Squig #1375,Reloaded,,Orange Splash,70,Brown,70,Squig,75,White Tank,80,Neutral,65,Suspect Cyclops,80,Green Beanie,90,Sad Necklace,35,565,565,0,565,3212,2713,Reloaded
1376,Squig #1376,Reloaded,,Orange Portal,80,Purple Elf,85,Squig Elf,80,Green White Polo,90,Oh,70,Angry Cyclops,70,Blonde Pigtails,95,None,0,570,570,0,570,3009,2450,Reloaded
1377,Squig #1377,Reloaded,,Portal,95,Green,80,Squig,75,Ugly Fighting Club Belt,105,Giant Tongue,90,Triple,65,White Backwards Cap,95,None,0,605,605,0,605,1936,962,Reloaded
1378,Squig #1378,Reloaded,,Orange,60,Brown,70,Squig,75,Yellow Pink Polo,85,Tape,90,Triple Lashes,65,Yellow Punk,85,Monocle,40,570,570,0,570,3009,2450,Reloaded
1379,Squig #1379,Reloaded,,Yellow,60,Green,80,Squig,75,Blue Overalls,90,Sad,70,Bionic,80,Ugly Black Cap,95,None,0,550,550,0,550,3760,3487,Reloaded
1380,Squig #1380,Reloaded,,Pink Splash,70,Purple,80,Squig,75,Iridescent Bralette,105,Afraid,70,Triple,65,Mono Pigtail,105,None,0,570,570,0,570,3009,2450,Reloaded
1381,Squig #1381,Reloaded,,Purple Splash,70,Dark Brown,70,Squig,75,Pink Surf Lycra,90,Oh,70,Triple Lashes,65,Grey Boom Bucket,105,None,0,545,545,0,545,3920,3709,Reloaded
1382,Squig #1382,Reloaded,,Light Blue,60,Brown Elf,80,Squig Elf,80,White Suit,95,Open,70,Triple Lashes,65,Yellow Sunhat,95,None,0,545,545,0,545,3920,3709,Reloaded
1383,Squig #1383,Reloaded,,Light Blue,60,Brown Elf,80,Squig Elf,80,Triangle Longue Tee,85,Revive Pill,95,Triple Lashes,65,Yellow Sunhat,95,None,0,560,560,0,560,3390,2969,Reloaded
1384,Squig #1384,Reloaded,,Green,60,Crystal,110,Squig,75,Purple Transparent Shirt,100,Sad,70,Triple,65,Yellow Punk,85,None,0,565,565,0,565,3212,2713,Reloaded
1385,Squig #1385,Reloaded,,Light Blue Splash,70,Green Elf,85,Squig Elf,80,Fast Food Hoodie,105,Tape,90,Cyclops Lashes,65,Visor With Hair,105,None,0,600,600,0,600,2048,1127,Reloaded
1386,Squig #1386,Reloaded,,Green Splash,70,Amphibian Purple,105,Amphibian,110,Black Jacket,90,Blue Tongue,85,Angry Cyclops Lashes,75,Pink Bowl,85,None,0,620,620,0,620,1611,517,Reloaded
1387,Squig #1387,Reloaded,,Yellow,60,Crystal Elf,115,Squig Elf,80,Pink Surf Lycra,90,Afraid,70,Cyclops Lashes,65,Brown Mullet,120,Piranha,50,650,650,0,650,1332,110,Reloaded
1388,Squig #1388,Reloaded,,Grey Splash,70,Brown,70,Squig,75,Pink Surf Lycra,90,Smile,70,Bionic Lashes,80,Lemon Sunhat,105,None,0,560,560,0,560,3390,2969,Reloaded
1389,Squig #1389,Reloaded,,Light Blue Splash,70,Amphibian Green,110,Amphibian,110,Bowling Shirt,95,Sad,70,Cyclops,65,Green Ugly Cap,85,None,0,605,605,0,605,1936,962,Reloaded
1390,Squig #1390,Reloaded,,Light Blue,60,Zombie,100,Zombie,110,Flame Sweat,95,Sewn,90,Cyclops,65,Bunny,115,None,0,635,635,0,635,1433,249,Reloaded
1391,Squig #1391,Reloaded,,Light Blue Splash,70,Dark Brown,70,Squig,75,Varsity Green,95,Neutral,65,Bionic,80,Pomade,110,Green Laser,50,615,615,0,615,1715,658,Reloaded
1392,Squig #1392,Reloaded,,Purple Portal,80,Dark Brown,70,Squig,75,PAAF Tee,90,Toothless,75,Triple Lashes,65,Lemon Sunhat,105,Monocle,40,600,600,0,600,2048,1127,Reloaded
1393,Squig #1393,Reloaded,,Green,60,Brown,70,Squig,75,Black Hoodie,85,Smile,70,Cyclops Lashes,65,Ice Cream,110,None,0,535,535,0,535,4193,4092,Reloaded
1394,Squig #1394,Reloaded,,Pink,60,Beige,70,Squig,75,White Sweat,90,Neutral,65,Angry Cyclops,70,Flower Hat,110,None,0,540,540,0,540,4073,3927,Reloaded
1395,Squig #1395,Reloaded,,Yellow Splash,70,Green Elf,85,Squig Elf,80,Prison,90,Neutral,65,Bionic Lashes,80,Bald,95,None,0,565,565,0,565,3212,2713,Reloaded
1396,Squig #1396,Reloaded,,Pink,60,Brown Elf,80,Squig Elf,80,Green Polo,90,Oh,70,Bionic Lashes,80,Green Beanie,90,Gold Earring,20,570,570,0,570,3009,2450,Reloaded
1397,Squig #1397,Reloaded,,Purple Portal,80,Dark Brown,70,Squig,75,Black Jacket,90,Giant Iridescent Tongue,100,Triple Lashes,65,Fast Food Visor,115,None,0,595,595,0,595,2191,1327,Reloaded
1398,Squig #1398,Reloaded,,Green,60,Dark Brown Elf,80,Squig Elf,80,Ugly Football Club Black,95,Neutral,65,Surgery,85,Dennis Pink,105,None,0,570,570,0,570,3009,2450,Reloaded
1399,Squig #1399,Reloaded,,Grey Splash,70,Dark Zombie,95,Zombie,110,Green Tee,85,Neutral,65,Bionic Lashes,80,Green Ugly Cap,85,None,0,590,590,0,590,2328,1522,Reloaded
1400,Squig #1400,Reloaded,,Yellow,60,Beige,70,Squig,75,White Tee Red Bandana,90,Smile,70,Bionic,80,Boom Bucket,115,None,0,560,560,0,560,3390,2969,Reloaded
1401,Squig #1401,Reloaded,,Sky,80,Beige Elf,80,Squig Elf,80,Pink Hoodie,85,Ugly Candy,105,Suspect Cyclops,80,Human Air,125,None,0,635,635,0,635,1433,249,Reloaded
1402,Squig #1402,Reloaded,,Yellow,60,Brown,70,Squig,75,Naked,90,Toothless,75,Triple,65,Black Backwards Cap,95,Blunt,40,570,570,0,570,3009,2450,Reloaded
1403,Squig #1403,Reloaded,,Yellow Portal,85,Dark Brown Elf,80,Squig Elf,80,Yellow Pink Polo,85,Sad,70,Angry Cyclops,70,Bow,90,None,0,560,560,0,560,3390,2969,Reloaded
1404,Squig #1404,Reloaded,,Pink Boom,70,Brown,70,Squig,75,Multi Overalls,90,Oh,70,Triple Lashes,65,Purple Punk,90,None,0,530,530,0,530,4307,4255,Reloaded
1405,Squig #1405,Reloaded,,Green Portal,80,Green Elf,85,Squig Elf,80,Black Jacket,90,Open,70,Surgery,85,Green Cap,90,None,0,580,580,0,580,2630,1928,Reloaded
1406,Squig #1406,Reloaded,,Light Blue,60,Brown Elf,80,Squig Elf,80,Pet Lover Bag,110,Toothless,75,Angry Cyclops,70,Brown Pigtails,95,None,0,570,570,0,570,3009,2450,Reloaded
1407,Squig #1407,Reloaded,,Purple Boom,70,Purple,80,Squig,75,Naked,90,Sad,70,Cyclops,65,Cowboy,95,Smile Necklace,30,575,575,0,575,2816,2189,Reloaded
1408,Squig #1408,Reloaded,,Green,60,Green,80,Squig,75,PAAF Tee,90,Afraid,70,Suspect Cyclops,80,Golf,115,Multi Earring,25,595,595,0,595,2191,1327,Reloaded
1409,Squig #1409,Reloaded,,Pink Splash,70,Beige,70,Squig,75,Black Tank,80,Tape,90,Triple Lashes,65,Lobby,110,None,0,560,560,0,560,3390,2969,Reloaded
1410,Squig #1410,Reloaded,,Purple,60,Purple Elf,85,Squig Elf,80,Black Tank,80,Open,70,Suspect Cyclops,80,Night Vision,120,Sad Necklace,35,610,610,0,610,1818,810,Reloaded
1411,Squig #1411,Reloaded,,Light Blue,60,Beige,70,Squig,75,Super Naked,110,Sad,70,Cyclops,65,Yellow Sunhat,95,Gold Earring,20,565,565,0,565,3212,2713,Reloaded
1412,Squig #1412,Reloaded,,Yellow,60,Gold,105,Squig,75,Black Sweat,80,Neutral,65,Triple,65,Bow,90,Sad Necklace,35,575,575,0,575,2816,2189,Reloaded
1413,Squig #1413,Reloaded,,Yellow Splash,70,Purple Elf,85,Squig Elf,80,Super Naked,110,Gold Digger,100,Angry Triple Lashes,75,Dread,110,None,0,630,630,0,630,1477,321,Reloaded
1414,Squig #1414,Reloaded,,Grey Splash,70,Brown,70,Squig,75,Purple Tee,80,Sad,70,Triple Lashes,65,Bald,95,Monocle,40,565,565,0,565,3212,2713,Reloaded
1415,Squig #1415,Reloaded,,Grey Boom,70,Purple,80,Squig,75,Black Tee,85,Oh,70,Angry Triple Lashes,75,Lemon Sunhat,105,Smile Necklace,30,590,590,0,590,2328,1522,Reloaded
1416,Squig #1416,Reloaded,,Purple,60,Dark Zombie,95,Zombie,110,White Tee,85,Neutral,65,Cyclops,65,Dread,110,Sad Necklace,35,625,625,0,625,1537,403,Reloaded
1417,Squig #1417,Reloaded,,Green,60,Beige Elf,80,Squig Elf,80,Purple Tee,80,Open,70,Cyclops Lashes,65,White Bowl,95,None,0,530,530,0,530,4307,4255,Reloaded
1418,Squig #1418,Reloaded,,Grey,60,Purple,80,Squig,75,Jedi,100,Revive Pill,95,Sleepy Triple,75,Skate Pink,110,None,0,595,595,0,595,2191,1327,Reloaded
1419,Squig #1419,Reloaded,,Yellow,60,Beige,70,Squig,75,Baseball Jersey Red,90,Neutral,65,Anger Cyclops,75,White Bowl,95,Multi Earring,25,555,555,0,555,3577,3233,Reloaded
1420,Squig #1420,Reloaded,,Light Blue,60,Purple Elf,85,Squig Elf,80,Dog Tank,85,Smile,70,Triple Lashes,65,Yellow Bowl,85,None,0,530,530,0,530,4307,4255,Reloaded
1421,Squig #1421,Reloaded,,Yellow Boom,70,Dark Brown Elf,80,Squig Elf,80,Tattoo,105,Gold Duck,110,Triple Lashes,65,Skate Gold,160,None,0,670,670,0,670,1290,52,Reloaded
1422,Squig #1422,Reloaded,,Purple Splash,70,Purple Elf,85,Squig Elf,80,Blue Overalls,90,Sad,70,Cyclops,65,Umbrella Hat,120,None,0,580,580,0,580,2630,1928,Reloaded
1423,Squig #1423,Reloaded,,Grey,60,Brown Elf,80,Squig Elf,80,Black Hoodie,85,Oh,70,Triple,65,Yellow Sunhat,95,None,0,535,535,0,535,4193,4092,Reloaded
1424,Squig #1424,Reloaded,,Green Splash,70,Brown,70,Squig,75,Flame Sweat,95,Smile,70,Cyclops Lashes,65,Headphones,105,None,0,550,550,0,550,3760,3487,Reloaded
1425,Squig #1425,Reloaded,,Pink Splash,70,Dark Brown,70,Squig,75,Yellow Pink Polo,85,Tape,90,Triple,65,Black Cap,90,None,0,545,545,0,545,3920,3709,Reloaded
1426,Squig #1426,Reloaded,,Purple Boom,70,Amphibian Purple,105,Amphibian,110,Born Ugly Tee,85,Toothless,75,Angry Triple Lashes,75,Lobby,110,None,0,630,630,0,630,1477,321,Reloaded
